,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
global_accuracy,0.18344086021505376,0.4821505376344086,0.37225806451612903,0.4866666666666667,0.5043010752688172,0.5221505376344086,0.49268817204301074,0.5180645161290323,0.41913978494623655,0.5298924731182796,0.5331182795698924,0.5382795698924732,0.529247311827957,0.5337634408602151,0.5387096774193548,0.5453763440860215,0.543010752688172,0.5393548387096774,0.5503225806451613,0.552258064516129,0.5417204301075269,0.5563440860215054,0.5473118279569893,0.5374193548387097,0.5376344086021505,0.5436559139784947,0.5593548387096774,0.5529032258064516,0.5419354838709678,0.5516129032258065,0.541505376344086,0.5492473118279569,0.5593548387096774,0.5791397849462365,0.556989247311828,0.5858064516129032,0.5789247311827957,0.5862365591397849,0.5776344086021505,0.572258064516129,0.589247311827957,0.5922580645161291,0.5929032258064516,0.6049462365591398,0.610752688172043,0.5916129032258064,0.5851612903225807,0.5987096774193549,0.6017204301075268,0.5933333333333334,0.5972043010752688,0.5825806451612904,0.5903225806451613,0.6060215053763441,0.6111827956989248,0.6040860215053764,0.5929032258064516,0.583010752688172,0.589247311827957,0.6083870967741936,0.5987096774193549,0.5972043010752688,0.5849462365591398,0.583010752688172,0.5903225806451613,0.5821505376344086,0.5896774193548387,0.5870967741935483,0.5791397849462365,0.5868817204301076,0.5787096774193549,0.566236559139785,0.5931182795698925,0.5716129032258065,0.5703225806451613,0.5673118279569892,0.5752688172043011,0.5774193548387097,0.5858064516129032,0.5754838709677419,0.583010752688172,0.5959139784946237,0.5561290322580645,0.5718279569892473,0.5653763440860216,0.5778494623655914,0.5264516129032258,0.563010752688172,0.5823655913978495,0.5729032258064516,0.5612903225806452,0.555483870967742,0.5840860215053764,0.5617204301075269,0.5744086021505377,0.5821505376344086,0.5761290322580646,0.5703225806451613,0.609247311827957,0.5920430107526882,0.5834408602150538,0.6010752688172043,0.5954838709677419,0.5823655913978495,0.6030107526881721,0.5868817204301076,0.5791397849462365,0.5926881720430107,0.598494623655914,0.5909677419354838,0.609247311827957,0.5883870967741935,0.5901075268817204,0.6062365591397849,0.5812903225806452,0.598494623655914,0.5959139784946237,0.5778494623655914,0.5974193548387097,0.5950537634408603,0.5974193548387097,0.5849462365591398,0.6015053763440861,0.6070967741935483,0.6004301075268818,0.5961290322580645,0.6023655913978495,0.5862365591397849,0.5946236559139785,0.6051612903225806,0.6019354838709677,0.6206451612903225,0.5819354838709677,0.5883870967741935,0.584516129032258,0.6043010752688172,0.6015053763440861,0.6083870967741936,0.5918279569892473,0.5901075268817204,0.6109677419354839,0.6,0.6150537634408603,0.6131182795698925,0.610752688172043,0.613978494623656,0.6217204301075269,0.6049462365591398,0.621505376344086,0.6217204301075269,0.6255913978494624
global_loss,2.0843607285251355,1.5970143259388128,1.6469328591268357,1.419100618525727,1.3775896903586715,1.2923025688896441,1.3645052395454824,1.3184548318386078,8.185513368208115,1.2936515677465152,1.2970748686627165,1.3277553079062945,1.3884142510695001,1.3551694354782367,1.344506562164385,1.3168178037421343,1.6359448375767225,2.134866798577243,1.2644638513049034,1.2435287506613013,1.2991956705099916,1.291511594840925,1.3144614186188945,1.3370269438991809,1.3642722102877212,1.3052415582415176,1.3357828704461658,1.3035560209457189,1.294284166946803,1.2787963992928806,1.3246891008664483,1.3110264274355483,1.3305293917655945,1.2259218333518669,1.2886601686477661,1.2130671396647414,1.2152681538503465,1.2322195356022823,1.2386900435571802,1.3772218345779261,1.255360283263742,1.2261191831059652,1.2202975598916614,1.1961555187016317,1.1533162303983349,1.2817984264190883,1.437266363264763,1.2445506147325855,1.263602800973474,1.2276889020449495,1.3687106815919483,1.315900737700397,1.3072327853065648,1.2235137322177625,1.2260632939534644,1.2459912198047116,1.292528747287515,1.2977149609017045,1.3342517189783594,1.4044872530519146,1.362741812451245,1.4863857602419919,1.3156562235257396,1.3602195569913682,1.312940197039957,1.3512482888078037,1.342655162288718,1.3564066388835645,1.367255593407644,1.411084438840004,1.4582528394379028,1.5425739990521783,1.496734083515324,2.0788397315430314,1.4088261939891398,1.634931592908624,1.8391903365311557,1.505593041442845,1.5820175572617414,1.8566269637787178,1.8086069708001125,1.8027893570187974,2.4850724951861656,1.7845078024962178,2.141973211340708,2.2918763115797955,2.3661329872804147,2.088125072113455,2.097822413052598,2.027081955785621,2.6221044896400136,2.7602704281676305,2.1405892327223737,2.962208092212677,2.0033787199079174,2.4295754779691565,2.0191636583576464,2.584751255708198,1.9149691797282598,2.4866120513171364,1.78806373844408,1.9399842411687929,1.9175686342258975,1.9420229931400246,2.1166951648176533,2.347639234915172,2.548477046702006,2.9314936072859044,2.5690677349698054,2.4571858121924204,2.0795830471874917,2.4739694191168433,2.0780679897902763,2.749885128785486,2.662893142602215,2.914894783333556,3.5777028545941394,2.5155397016708165,2.6341313050217825,2.301506175978543,2.1408983093418485,2.3016548034262985,2.4424813438768256,3.2739940914389205,2.4367142531969774,2.9068846996516395,2.8918321320455367,2.703923711221512,2.435912975709732,2.594862023445025,3.157007830600216,2.5331935262026852,4.43795539418312,3.8170875833459097,2.6927102514325756,2.643523641645092,3.339141262720709,2.6853375279740113,3.353026270866394,3.213886694548881,4.0402462041541325,3.8252970168035323,2.8391400649122995,3.6238422099858116,3.7474432187537623,3.3340846708376115,3.4838482092504632,3.5488406101318253,3.38072047821463,4.552146784246784,4.137824609671553
global_precision,0.033650549196438895,0.23246914094114926,0.27867510606235985,0.4335641490064996,0.4793093149249324,0.46020742225280903,0.47044064653075873,0.5341878494939338,0.5027710147136641,0.5085118480486592,0.5017292242907959,0.5173204158705501,0.5004005669956612,0.5198472204684924,0.5226202226563866,0.5079828567641419,0.510615956591747,0.501722027086765,0.5112008381169669,0.5574592997135153,0.5417863485892942,0.5182480147384878,0.5197734292048074,0.505880431006417,0.5285311839192844,0.5191387800178762,0.5471360808648729,0.527251052240151,0.5360615323220573,0.5399370982897101,0.5574137973134299,0.5364644507080298,0.5452613747326787,0.5693067757549936,0.5568788571730554,0.5839551492282173,0.5644091158686123,0.5810050448572778,0.5720139192873973,0.5509231968473466,0.576635934027782,0.5873298955394237,0.5808125410542894,0.5914730060705584,0.5959932727387617,0.5738858192603915,0.5767252305217676,0.5807836400340697,0.5820027160779403,0.5801062542217598,0.5566164714094001,0.556571728388392,0.5680606536271845,0.5888115166117751,0.5770306803852989,0.571503718480987,0.5556615615253764,0.5591832771203271,0.5567477530216359,0.5780632952233455,0.5683711966176143,0.5558033857020434,0.5839143116291313,0.5799927486062931,0.5745840201814436,0.5825727454560317,0.5776031714471751,0.570921942163675,0.5626716083056251,0.5809427309725655,0.5906520710981696,0.5792429583487507,0.5797613271326674,0.5597666420772607,0.5632732603588975,0.5580939332027334,0.5674853048088941,0.5688236615530619,0.566854996770555,0.5702266784510828,0.583249048751187,0.5934303224737295,0.5662288867759764,0.5885071377835512,0.5819682401159438,0.580288385747045,0.570753612038466,0.5563573652952908,0.5635538582880876,0.5636238096237631,0.5526865154546828,0.5615614614542165,0.558483360645384,0.5496883338245543,0.5902696456497184,0.5983072268890176,0.5805282411976852,0.5544581135862487,0.6024604944860106,0.5717521028538736,0.5575258548942742,0.5675570633179773,0.598869737317604,0.6039961529050051,0.5642101635371876,0.5646111107500269,0.5749167712975723,0.5785317862799085,0.5937772074902543,0.5846240168976813,0.5959083077060465,0.5989085139573429,0.583209226331868,0.5829536098722151,0.5675276683115329,0.5865346131876795,0.5901913355532369,0.5774737797341983,0.5761044276593239,0.5926700253973223,0.5943201288869028,0.5976208070353615,0.5954615917029039,0.60935632041841,0.5953279640874615,0.5906695044657957,0.6002758689378134,0.5977758019151685,0.5984762335917735,0.5997080240051393,0.597493080251486,0.609210784383945,0.5823516999800903,0.5672221820435792,0.5915955077684424,0.6037869130120057,0.5899025866944488,0.6003235774797411,0.5727584354515325,0.604864030699617,0.6019434054227609,0.5780417704241683,0.601406261182871,0.6036979059233138,0.601856147522207,0.6012171779367449,0.6069844944263625,0.5988259989670719,0.6112529249232986,0.6131624400168932,0.6119590036666256
global_recall,0.18344086021505376,0.4821505376344086,0.37225806451612903,0.4866666666666667,0.5043010752688172,0.5221505376344086,0.49268817204301074,0.5180645161290323,0.41913978494623655,0.5298924731182796,0.5331182795698924,0.5382795698924732,0.529247311827957,0.5337634408602151,0.5387096774193548,0.5453763440860215,0.543010752688172,0.5393548387096774,0.5503225806451613,0.552258064516129,0.5417204301075269,0.5563440860215054,0.5473118279569893,0.5374193548387097,0.5376344086021505,0.5436559139784947,0.5593548387096774,0.5529032258064516,0.5419354838709678,0.5516129032258065,0.5415053763440859,0.5492473118279569,0.5593548387096774,0.5791397849462365,0.556989247311828,0.5858064516129032,0.5789247311827957,0.5862365591397849,0.5776344086021505,0.572258064516129,0.589247311827957,0.5922580645161291,0.5929032258064516,0.6049462365591398,0.610752688172043,0.5916129032258064,0.5851612903225807,0.5987096774193549,0.6017204301075268,0.5933333333333334,0.5972043010752688,0.5825806451612904,0.5903225806451613,0.6060215053763441,0.6111827956989248,0.6040860215053764,0.5929032258064516,0.583010752688172,0.589247311827957,0.6083870967741936,0.5987096774193549,0.5972043010752688,0.5849462365591398,0.583010752688172,0.5903225806451613,0.5821505376344086,0.5896774193548387,0.5870967741935483,0.5791397849462365,0.5868817204301076,0.5787096774193549,0.566236559139785,0.5931182795698925,0.5716129032258065,0.5703225806451613,0.5673118279569892,0.5752688172043011,0.5774193548387097,0.5858064516129032,0.5754838709677419,0.583010752688172,0.5959139784946237,0.5561290322580645,0.5718279569892473,0.5653763440860216,0.5778494623655914,0.5264516129032258,0.563010752688172,0.5823655913978495,0.5729032258064516,0.5612903225806452,0.555483870967742,0.5840860215053764,0.5617204301075269,0.5744086021505377,0.5821505376344086,0.5761290322580646,0.5703225806451613,0.609247311827957,0.5920430107526882,0.5834408602150538,0.6010752688172043,0.5954838709677419,0.5823655913978495,0.6030107526881721,0.5868817204301076,0.5791397849462365,0.5926881720430107,0.598494623655914,0.5909677419354838,0.609247311827957,0.5883870967741935,0.5901075268817204,0.6062365591397849,0.5812903225806452,0.598494623655914,0.5959139784946237,0.5778494623655914,0.5974193548387097,0.5950537634408603,0.5974193548387097,0.5849462365591398,0.6015053763440861,0.6070967741935483,0.6004301075268818,0.5961290322580645,0.6023655913978495,0.5862365591397849,0.5946236559139785,0.6051612903225806,0.6019354838709677,0.6206451612903225,0.5819354838709677,0.5883870967741935,0.584516129032258,0.6043010752688172,0.6015053763440861,0.6083870967741936,0.5918279569892473,0.5901075268817204,0.6109677419354839,0.6,0.6150537634408603,0.6131182795698925,0.610752688172043,0.613978494623656,0.6217204301075269,0.6049462365591398,0.621505376344086,0.6217204301075269,0.6255913978494624
global_f1,0.05686900009574446,0.3136916730633616,0.3096126074365802,0.3965933906212448,0.4637607100659476,0.422061982370805,0.3515358401021828,0.3973046202550139,0.43024485770344906,0.4459468967839705,0.4396948770312863,0.4509860088391219,0.4395300944253676,0.4305137597088716,0.43583397726339757,0.44892577300580977,0.4685473175845059,0.47106562063276264,0.4682328017002292,0.4680093305232093,0.4541804427644399,0.47823983797330116,0.4680012784716171,0.44130187035491336,0.4594383273223692,0.4664148840746116,0.49254475961796135,0.5002036699910348,0.49107227749015997,0.5003738333238513,0.4991196435275183,0.5050751679930837,0.4936533122135254,0.5164837696625686,0.5122434424307074,0.5463764741224306,0.5320691854964426,0.5287403721883579,0.5409997090035054,0.5048704049144621,0.5315431700079134,0.5468149299884449,0.5466883610718224,0.5510006834225455,0.5606961865717336,0.5344657797050223,0.5347889203028208,0.5436084079451888,0.5451900710629077,0.5492830001923064,0.5457557355828826,0.5409261401923808,0.5494821288884405,0.5650686919055057,0.5684537309271207,0.565927333975332,0.5576818923883602,0.5375608576908009,0.5372148914914571,0.568405168233035,0.5665505096492046,0.5490132587564415,0.5466930963986746,0.540218699950843,0.5548348651273454,0.5470533235748342,0.5609708492328207,0.5513354142698009,0.5389404260508515,0.5530607911609201,0.5332609944239937,0.5385327059190629,0.5659777161894874,0.5359824023498563,0.546414501766329,0.5449083990187145,0.5402895467433675,0.5386265903431737,0.5586399727308937,0.5562832682772803,0.5552176388531088,0.5658715401710824,0.5432812431231904,0.5632502644875118,0.5583793308162651,0.5650464812572088,0.5188471026551181,0.536153611820352,0.5481651393563927,0.5435676523909051,0.5353320886124562,0.5270197207273657,0.5494951068361857,0.5407966622159278,0.5468342396612815,0.5689438720313094,0.5526026551509704,0.538192497238864,0.5902105183598362,0.5511142478254101,0.5484475470352244,0.5741717746283174,0.5722930707342873,0.5696037607324118,0.5700297034900991,0.5610871548761396,0.5655936202552307,0.5705873479812975,0.5814022833400234,0.5729232117848465,0.5872135416809722,0.5780549311922064,0.5764630621059438,0.5786018344497038,0.5581410269543566,0.5735916317212223,0.573555886361354,0.5592770617328002,0.5802040283247019,0.5799828949237879,0.5817739854432348,0.5706343736409252,0.5768402809339039,0.590788749430267,0.5786195588888292,0.5706634163850606,0.5810330253097454,0.5564256862997032,0.5730639973979184,0.5868234590728064,0.5802416678176682,0.5941133390461795,0.5646251582314276,0.5594049023984647,0.5733118115330619,0.5862110175631335,0.580815143261245,0.5922555740154996,0.5640885438674721,0.5750364121577926,0.5889209088461645,0.5753797295503777,0.5937070128816092,0.591973372292259,0.5898011965348577,0.5901001098521405,0.5965090231022429,0.5796163860976703,0.6039755959929386,0.6009942902222593,0.6069900464420944
global_support_class_0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0
global_support_class_1,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0
global_support_class_2,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0
global_support_class_3,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0
global_support_class_4,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0
