,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
global_accuracy,0.011182795698924731,0.4821505376344086,0.16301075268817206,0.26193548387096777,0.35376344086021505,0.4404301075268817,0.42451612903225805,0.4509677419354839,0.36666666666666664,0.447741935483871,0.47053763440860213,0.40903225806451615,0.4972043010752688,0.5135483870967742,0.49870967741935485,0.5451612903225806,0.5141935483870967,0.5634408602150538,0.5466666666666666,0.5649462365591398,0.5640860215053763,0.553763440860215,0.536989247311828,0.5761290322580646,0.5905376344086022,0.5864516129032258,0.5965591397849462,0.5959139784946237,0.5989247311827957,0.5997849462365591,0.584516129032258,0.5920430107526882,0.5890322580645161,0.5922580645161291,0.6021505376344086,0.6030107526881721,0.6060215053763441,0.5825806451612904,0.5898924731182795,0.5795698924731183,0.5881720430107527,0.6051612903225806,0.6027956989247312,0.6163440860215054,0.6146236559139785,0.6060215053763441,0.6098924731182795,0.6086021505376344,0.6036559139784946,0.5817204301075268,0.5954838709677419,0.5918279569892473,0.5959139784946237,0.5765591397849462,0.5862365591397849,0.6008602150537634,0.5961290322580645,0.5956989247311828,0.5905376344086022,0.590752688172043,0.5793548387096774,0.589247311827957,0.5748387096774193,0.5821505376344086,0.5890322580645161,0.5961290322580645,0.5797849462365592,0.5789247311827957,0.576989247311828,0.5991397849462365,0.5709677419354838,0.572258064516129,0.5791397849462365,0.5694623655913978,0.5819354838709677,0.5550537634408602,0.5767741935483871,0.5505376344086022,0.5849462365591398,0.5756989247311828,0.6025806451612903,0.5602150537634408,0.5926881720430107,0.5679569892473119,0.58,0.569247311827957,0.5851612903225807,0.6055913978494624,0.6053763440860215,0.6210752688172043,0.5956989247311828,0.5997849462365591,0.6101075268817204,0.5950537634408603,0.6090322580645161,0.596989247311828,0.5924731182795699,0.609247311827957,0.6090322580645161,0.6073118279569892,0.62,0.6262365591397849,0.6120430107526882,0.6051612903225806,0.6243010752688172,0.6105376344086022,0.6002150537634409,0.6176344086021506,0.6258064516129033,0.6273118279569893,0.6118279569892473,0.6150537634408603,0.6202150537634409,0.6180645161290322,0.618494623655914,0.6212903225806452,0.6129032258064516,0.6258064516129033,0.6234408602150537,0.6251612903225806,0.6232258064516129,0.6126881720430107,0.6380645161290323,0.6230107526881721,0.6333333333333333,0.6249462365591398,0.5972043010752688,0.6251612903225806,0.6238709677419355,0.6202150537634409,0.629247311827957,0.6187096774193548,0.6316129032258064,0.6387096774193548,0.6395698924731182,0.6311827956989248,0.6268817204301075,0.6404301075268817,0.6356989247311828,0.6402150537634409,0.6410752688172043,0.6380645161290323,0.6372043010752688,0.6382795698924731,0.6382795698924731,0.6389247311827957,0.64,0.6404301075268817,0.6410752688172043,0.641505376344086,0.6412903225806451
global_loss,2.0786591441663975,1.5628710536107624,1.728933722189028,1.7414735122902754,1.5979186027017358,1.4650988725766743,1.4683806618599042,1.4405817005732289,1.6056158779418632,1.4169015312848026,1.3944891862673303,1.5350909429053738,1.3278523046676427,1.3001777031650281,1.3391786658600584,1.239594279903255,1.2773569928456658,1.2097749240594367,1.2185175994487658,1.1994245615724015,1.1762516523060733,1.1998218775612035,1.2646770587522689,1.1502542103806588,1.1267553457658586,1.1410178783005231,1.120914927900654,1.1170114070585329,1.1188725935269708,1.1315683673505914,1.1450216998792675,1.1447802043124422,1.129151517397737,1.137657976313813,1.11687430004551,1.1292083777793467,1.113207898727835,1.1587884030113482,1.1706860596186495,1.1655807225671533,1.1590947198541197,1.121306195242764,1.130122277834644,1.1200102204329347,1.1503092642516306,1.164326492645969,1.1630777835029444,1.1647238441526073,1.184964804208442,1.2015315914807254,1.1888993419196507,1.1851441407040373,1.212251751798473,1.2762747390629494,1.2170037153649003,1.2014872595055464,1.2045292670596135,1.2527356082445955,1.2269020827665722,1.197344476637775,1.2435303550876984,1.1995237743201321,1.2274542810165718,1.2885239312093553,1.3013479223806563,1.2651486894855761,1.2858142481274801,1.2858485024269313,1.3343401783949709,1.2887260162667051,1.3453256124502992,1.439147559747304,1.4671512450257393,1.509530203391428,1.5232645877420086,1.6335794043867555,1.5190116607979551,1.6629482058629597,1.4328291256950325,1.4230815555951366,1.4988030321794013,1.6730459471271462,1.6296803653240204,1.7091117109337899,1.6755328566244203,1.7049797720288578,1.6497226194159624,1.7007406080422336,1.6889553539557,1.5926649562300068,1.7458932436492345,1.689434245841144,1.6528297715807614,1.7259654945706668,1.70928370870956,1.6700493105470318,1.8906003600114012,1.7426671459250254,1.9305338900383204,1.9221477308501935,1.9021376996007684,1.8187652164942598,1.8409255530736217,1.7241090834140778,1.7715146435450202,2.0511206837549603,2.1142516997579026,1.9436412527136606,1.9264318171429307,1.8810967443740532,2.0583542030151576,2.042382288060776,2.091611096712008,1.895992099830549,1.9769043012024605,2.080578470066802,2.0476725015738237,2.0861004280717403,2.0657791295280195,2.2436829021532243,2.039641454611739,1.948063077175454,2.121253315308323,2.1152897946638602,2.1092465797515763,2.1133223090269793,2.2691800586164814,2.180339513984445,2.3126632244619603,2.283786023316318,2.4536232319596696,2.417368469172961,2.2154978791328324,2.1364309261106467,2.3190333794241083,2.3329788650551886,2.431484341621399,2.421433943183455,2.4394641792121,2.4433636706169337,2.586895368687094,2.74817055912867,2.8149583731612116,2.895930822581461,2.9441968676162094,2.978431374242861,3.0153530974910683,3.053996120413689,3.0905186305307364,3.124346533866778,3.1572509040571237
global_precision,0.00012505491964388948,0.23246914094114926,0.09255568579450539,0.4726218583643022,0.48976189361617856,0.47356094109432595,0.5007265978363954,0.4806850674854701,0.48076682260059145,0.49885300948886985,0.49031915140535376,0.45583796174427726,0.5325394579674598,0.4900053543516907,0.49862927210472047,0.49935638938140525,0.5405679138073932,0.5368820916202824,0.5213434633376939,0.5133898353051094,0.5593096210311101,0.5327392600152249,0.5406689942228042,0.5407213645677611,0.549644503220343,0.5523087611454631,0.5660660196413675,0.5625665426091188,0.5709198693026516,0.5704276731724849,0.5756625781074651,0.5730247029797593,0.5647279889034517,0.5918979701497902,0.5724208734991683,0.5807500910935415,0.5875252259726194,0.5862787928316544,0.5913043325465629,0.5872161176319763,0.5940653421698184,0.5920442252978981,0.585337003854472,0.5731020072013597,0.5842760293412536,0.585224202816047,0.5937024872818185,0.5787790501381379,0.5893403794076555,0.5732507423391952,0.5923576779479285,0.5930827381212689,0.5919629749333699,0.5869078265077411,0.5864919086869128,0.5785362737496368,0.5875227112671078,0.5843753312009675,0.5680552908375139,0.5807841799798845,0.5890714861628293,0.5821581687971021,0.5921800705801923,0.6000458553736044,0.5922653805303479,0.5938001424961931,0.594844896478847,0.5884908087638349,0.5814359673989071,0.6013935105618606,0.599909779690082,0.5913481848569045,0.5921356844853264,0.5809388776255459,0.5710566035457904,0.5869319654127325,0.5894560183114741,0.5994561814103373,0.5917553865932272,0.5808994310283097,0.6051589495606411,0.591058107173757,0.5839470836935479,0.5791284265491974,0.5868688682916783,0.58616337456245,0.5951126724170267,0.5919594839602945,0.5903871437534968,0.6101649770656946,0.5900793639688209,0.594958778781897,0.6000211179008376,0.5882495807242961,0.5844904289677985,0.5985018418171647,0.5963075363039696,0.5911363316983856,0.5882157104440437,0.5830987695431569,0.5917969029487955,0.6117732356999904,0.6022264826770964,0.5950382312258695,0.6096679455230956,0.5980322453916519,0.6150481824140791,0.5978020379099435,0.611054638677522,0.6155397838030718,0.6011720389911726,0.5984756332187209,0.5969548567396128,0.6098912583554585,0.5968244308638001,0.6259930098185541,0.6058693118380475,0.6113367006206382,0.596798977797292,0.6034955244111613,0.6016887455991792,0.5973658166942237,0.6227180042837588,0.6100449155734526,0.6119307971421494,0.6127394309552328,0.5828975463637855,0.6056113450940491,0.6055616184896202,0.6060393127694014,0.6062107069716673,0.6151691999895705,0.6123264037790688,0.614203427164068,0.6194132606006434,0.6121523685329345,0.6080038151546718,0.6155618229248438,0.6172890420120415,0.6196069100556165,0.623725999232833,0.620162407663938,0.6209742465130219,0.6216861350742956,0.6211080918806323,0.6215953628816461,0.6226159089750648,0.6231281773374813,0.6235757643699995,0.6240817685209262,0.6238501627136578
global_recall,0.011182795698924731,0.4821505376344086,0.16301075268817206,0.26193548387096777,0.35376344086021505,0.4404301075268817,0.42451612903225805,0.4509677419354839,0.36666666666666664,0.447741935483871,0.47053763440860213,0.40903225806451615,0.4972043010752688,0.5135483870967742,0.49870967741935485,0.5451612903225806,0.5141935483870967,0.5634408602150538,0.5466666666666666,0.5649462365591398,0.5640860215053763,0.553763440860215,0.536989247311828,0.5761290322580646,0.5905376344086022,0.5864516129032258,0.5965591397849462,0.5959139784946237,0.5989247311827957,0.5997849462365591,0.5845161290322581,0.5920430107526882,0.5890322580645161,0.5922580645161291,0.6021505376344086,0.6030107526881721,0.6060215053763441,0.5825806451612904,0.5898924731182795,0.5795698924731183,0.5881720430107527,0.6051612903225806,0.6027956989247312,0.6163440860215054,0.6146236559139785,0.6060215053763441,0.6098924731182795,0.6086021505376344,0.6036559139784946,0.5817204301075268,0.5954838709677419,0.5918279569892473,0.5959139784946237,0.5765591397849462,0.5862365591397849,0.6008602150537634,0.5961290322580645,0.5956989247311828,0.5905376344086022,0.590752688172043,0.5793548387096774,0.589247311827957,0.5748387096774193,0.5821505376344086,0.5890322580645161,0.5961290322580645,0.5797849462365592,0.5789247311827957,0.576989247311828,0.5991397849462365,0.5709677419354839,0.572258064516129,0.5791397849462365,0.5694623655913978,0.5819354838709677,0.5550537634408602,0.5767741935483871,0.5505376344086022,0.5849462365591398,0.5756989247311828,0.6025806451612903,0.5602150537634408,0.5926881720430107,0.5679569892473119,0.58,0.569247311827957,0.5851612903225807,0.6055913978494624,0.6053763440860215,0.6210752688172043,0.5956989247311828,0.5997849462365591,0.6101075268817204,0.5950537634408603,0.6090322580645161,0.596989247311828,0.5924731182795699,0.609247311827957,0.6090322580645161,0.6073118279569892,0.62,0.6262365591397849,0.6120430107526882,0.6051612903225806,0.6243010752688172,0.6105376344086022,0.6002150537634409,0.6176344086021506,0.6258064516129033,0.6273118279569893,0.6118279569892473,0.6150537634408603,0.6202150537634409,0.6180645161290322,0.618494623655914,0.6212903225806452,0.6129032258064516,0.6258064516129033,0.6234408602150537,0.6251612903225806,0.6232258064516129,0.6126881720430107,0.6380645161290323,0.6230107526881721,0.6333333333333333,0.6249462365591398,0.5972043010752688,0.6251612903225806,0.6238709677419355,0.6202150537634409,0.629247311827957,0.6187096774193548,0.6316129032258064,0.6387096774193548,0.6395698924731182,0.6311827956989248,0.6268817204301075,0.6404301075268817,0.6356989247311828,0.6402150537634409,0.6410752688172043,0.6380645161290323,0.6372043010752688,0.6382795698924731,0.6382795698924731,0.6389247311827957,0.64,0.6404301075268817,0.6410752688172043,0.641505376344086,0.6412903225806451
global_f1,0.00024734384361722075,0.3136916730633616,0.08606813856531101,0.21496664143352426,0.33826066717169284,0.4192073063447784,0.41010927944330716,0.42743029522495674,0.3448317366247817,0.4314062700525041,0.45469248656595773,0.3656594529512037,0.47463057303777945,0.4835318946782198,0.4891687980462928,0.5109280661013165,0.5010926293056509,0.5250472009833026,0.5211700276030318,0.5247909897364583,0.5396245792032763,0.5290980690236584,0.5047258072057547,0.5470011248046556,0.5622223659147709,0.5567893768337127,0.571764782505376,0.5677623532879476,0.5752450959003074,0.5763586880797955,0.5763311213823418,0.577807459945988,0.5664024552942213,0.5852275347397846,0.5763707304439131,0.5829258256218395,0.5910098910817072,0.5776231071494168,0.5843013055009866,0.5759269321503545,0.5833459363228967,0.5869453023854911,0.5862117937786494,0.5884749621174677,0.5857843405116063,0.5881305808821057,0.5950528224527095,0.5885668633388672,0.5923680398545399,0.5692562598081811,0.5865106422891867,0.585809306270265,0.5866058591192456,0.5716900336773312,0.5649937229946307,0.5767668892601363,0.5814237815090806,0.5612062764038744,0.5722921978640573,0.5769279498100214,0.5774959930435202,0.5754297598447842,0.5790432932417449,0.5876678585638467,0.5841774790957982,0.588951476663294,0.5853546505231486,0.575779758792868,0.5761156231940058,0.5950608921200016,0.5781737130109463,0.5779265562039729,0.5772962953390619,0.5677750021533435,0.5723046148937566,0.5607177539072342,0.5773323190282535,0.5674210225477077,0.5857906116270345,0.5755202849547907,0.5985981450892474,0.5654295032727129,0.5743266200109568,0.5661086287108441,0.5763176735880909,0.5696534385077942,0.5878843345180036,0.5952309331946325,0.5934779878802331,0.6119078568659795,0.5819120052506827,0.5885063927913143,0.5972197871617617,0.5866001466033982,0.5878234032343519,0.5959262059921823,0.5914046843050457,0.5956104653874198,0.5778234588116228,0.583771875107158,0.5968013569850058,0.6138934090166726,0.6010664725910775,0.5969325705427042,0.6116095511136943,0.5977539138419559,0.5921900479813081,0.5975787381393091,0.6085719815544893,0.616709998315312,0.6017597618936392,0.5946341838732072,0.5973247387449879,0.6117630826988854,0.6006012725636947,0.6080985081960983,0.6032607481559036,0.6129630917767286,0.6014770732424498,0.6039955667789404,0.6070632503660757,0.6006806296059028,0.6173329828242761,0.6082652855003877,0.6181673212506308,0.6167609983307255,0.5880484474386503,0.6110059783457072,0.6093721337120974,0.6092506599140941,0.6085214029426873,0.5964970260758762,0.6136411147361789,0.617872728675047,0.6230664780695835,0.6182161965787314,0.6109454897546531,0.6187329181726444,0.618420723045066,0.6215852526357963,0.6243252603873218,0.620098301000879,0.6209287040959856,0.6223339706236104,0.6228875958630706,0.6239051941606352,0.6250930685180359,0.6257521738894739,0.6263494915578358,0.6268975611226766,0.6266533367705189
global_support_class_0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0
global_support_class_1,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0,2242.0
global_support_class_2,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0
global_support_class_3,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0
global_support_class_4,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0
